transaction_id,user_id,amount,transaction,merchant,country,hour,device_risk,ip_risk_score,is_fraud
2124,949,3426.81,QR,Electronics,UK,11,0.114075,0.547447,1
6383,892,4114.46,QR,Electronics,US,12,0.617872,0.438175,1
3129,653,3070.94,Online,Travel,US,9,0.277676,0.56031,1
3159,115,4331.66,Online,Travel,TR,5,0.03894,0.025557,1
5347,153,1888.55,QR,Grocery,TR,10,0.528754,0.592493,1
8802,559,760.58,Online,Electronics,TR,7,0.390244,0.234726,1
4629,729,4849.87,ATM,Electronics,FR,21,0.548956,0.504614,1
1996,590,2348.78,POS,Grocery,US,5,0.275484,0.17131,1
2204,182,291.31,Online,Electronics,UK,19,0.563422,0.489612,1
9984,829,49987.3,Online,Grocery,TR,2,0.998823,0.822173,0
9282,719,3847.25,POS,Food,US,19,0.61465,0.511292,1
8046,562,1244.27,QR,Grocery,FR,11,0.298348,0.086204,1
7815,847,4770.71,ATM,Clothing,DE,17,0.397952,0.144899,1
7132,256,3361.79,POS,Food,US,13,0.405602,0.221316,1
8075,198,576.65,Online,Travel,TR,7,0.439807,0.316982,1
6400,786,39754.33,ATM,Grocery,FR,4,0.832057,0.940873,0
1842,394,2764.02,Online,Clothing,US,18,0.369,0.527226,1
3535,772,2023.38,POS,Travel,US,11,0.09577,0.026982,1
2882,880,3778.13,Online,Electronics,UK,16,0.406998,0.425407,1
5381,129,1072.69,QR,Clothing,FR,5,0.097278,0.018581,1
1100,285,1759.43,QR,Electronics,DE,16,0.387547,0.241424,1
1502,193,24686.37,QR,Grocery,DE,22,0.966456,0.739302,0
7062,419,2574.81,Online,Electronics,TR,10,0.511538,0.24396,1
3549,261,32993.9,ATM,Food,FR,0,0.951827,0.979808,0
8957,721,743.9,POS,Grocery,FR,18,0.603016,0.300349,1
2864,453,1298.64,POS,Food,FR,21,0.303847,0.588219,1
9633,783,2468.16,Online,Food,UK,20,0.220401,0.383707,1
1125,309,1208.33,Online,Travel,UK,6,0.058553,0.086039,1
6375,222,648.95,ATM,Grocery,DE,14,0.107218,0.091908,1
9725,820,3207.96,QR,Electronics,TR,17,0.126403,0.213944,1
2180,506,4484.97,ATM,Grocery,US,16,0.313335,0.403859,1
6129,689,869.88,POS,Electronics,DE,7,0.133065,0.034112,1
5743,217,852.99,POS,Food,FR,18,0.188298,0.114436,1
6928,190,452.63,POS,Food,UK,19,0.087207,0.281859,1
9584,180,1039.61,POS,Clothing,FR,17,0.243133,0.307016,1
2251,622,3455.07,ATM,Electronics,TR,10,0.03516,0.481652,1
6752,844,3143.22,QR,Travel,US,16,0.062326,0.525411,1
3842,716,4605.15,QR,Food,UK,11,0.04909,0.173358,1
8601,872,4032.94,POS,Electronics,TR,20,0.488886,0.118867,1
3473,550,1054.65,ATM,Grocery,DE,15,0.247102,0.295869,1
1920,460,3095.09,ATM,Clothing,DE,13,0.246105,0.282895,1
7041,951,3739.88,Online,Food,US,6,0.033477,0.158938,1
7299,573,3569.61,ATM,Grocery,TR,21,0.582932,0.31189,1
8792,613,2665.25,QR,Food,DE,15,0.07859,0.273973,1
2381,616,2667.76,QR,Food,UK,15,0.165181,0.168854,1
9586,635,1892.65,QR,Clothing,FR,19,0.022846,0.200027,1
7697,893,1065.13,Online,Electronics,US,17,0.219598,0.08066,1
2079,437,4453.73,ATM,Electronics,DE,15,0.389899,0.41067,1
6461,183,3947.96,QR,Clothing,FR,9,0.329003,0.061283,1
3112,709,2690.16,ATM,Clothing,TR,17,0.385578,0.449809,1
3093,786,2163.98,ATM,Grocery,TR,15,0.091651,0.177428,1
6060,284,1821.78,QR,Clothing,DE,16,0.423387,0.346759,1
3538,179,1786.92,Online,Food,TR,9,0.64137,0.367407,1
1618,777,1193.76,Online,Electronics,UK,21,0.075141,0.100187,1
3658,285,1237.33,QR,Grocery,US,9,0.112836,0.120075,1
8277,725,1432.62,Online,Grocery,UK,12,0.120959,0.539092,1
8684,955,410.37,QR,Clothing,TR,14,0.345687,0.252134,1
5616,896,4912.07,POS,Electronics,TR,19,0.081705,0.244735,1
4271,920,4847.66,QR,Clothing,US,10,0.563925,0.492073,1
2680,828,1296.94,ATM,Clothing,US,16,0.119368,0.404499,1
8361,625,4647.59,QR,Grocery,US,13,0.366328,0.347251,1
8391,457,1407.1,ATM,Grocery,US,12,0.502475,0.120356,1
4862,495,1625.16,ATM,Clothing,UK,16,0.282279,0.30949,1
6493,910,15908.44,QR,Travel,US,0,0.690193,0.844248,0
3273,877,1450.27,POS,Grocery,TR,20,0.381992,0.101074,1
1311,362,26651.3,QR,Travel,TR,0,0.836406,0.620729,0
7934,213,1689.66,Online,Travel,FR,21,0.096025,0.047391,1
7878,754,4949.9,POS,Food,US,12,0.216306,0.487826,1
9782,116,1280.66,QR,Travel,FR,20,0.446162,0.458534,1
4941,684,2982.24,POS,Travel,US,16,0.311809,0.252986,1
2108,638,1750.85,ATM,Grocery,DE,16,0.604899,0.500065,1
7116,359,48426.21,ATM,Clothing,US,3,0.693504,0.892347,0
6447,236,4692.32,ATM,Clothing,TR,8,0.125989,0.049233,1
8612,812,3708.19,POS,Travel,UK,10,0.377663,0.506679,1
8498,137,11289.76,Online,Travel,US,23,0.928344,0.680651,0
6170,417,826.64,POS,Electronics,DE,6,0.11513,0.490599,1
5687,465,3329.33,ATM,Clothing,FR,11,0.344762,0.22171,1
8159,509,4387.23,POS,Grocery,FR,16,0.261165,0.491794,1
9151,476,2201.28,Online,Food,DE,20,0.251244,0.282981,1
3956,658,18562.0,Online,Clothing,US,4,0.911663,0.801088,0
5843,413,15449.57,POS,Electronics,DE,22,0.964851,0.753556,0
6759,557,2722.33,ATM,Clothing,TR,19,0.590142,0.3783,1
1939,176,593.32,POS,Clothing,TR,13,0.611493,0.380348,1
1510,246,1681.18,POS,Food,UK,10,0.099134,0.478475,1
7001,470,32903.27,POS,Electronics,US,23,0.836711,0.957557,0
7077,480,3945.1,POS,Food,TR,19,0.107072,0.193916,1
7521,421,1249.96,Online,Travel,US,16,0.486126,0.029784,1
9176,630,30645.04,POS,Electronics,US,1,0.916861,0.950706,0
8311,319,1716.99,Online,Grocery,UK,13,0.535605,0.075273,1
8406,276,4233.8,POS,Food,FR,7,0.091593,0.2444,1
9882,397,3988.5,Online,Travel,UK,7,0.105947,0.145258,1
4673,224,3614.04,QR,Travel,UK,21,0.470823,0.388277,1
6912,667,3472.8,Online,Grocery,TR,5,0.357344,0.158561,1
2077,416,1735.02,POS,Grocery,TR,7,0.126223,0.545986,1
2208,228,2921.13,Online,Food,DE,18,0.266545,0.282583,1
6644,231,4736.94,QR,Travel,DE,21,0.108145,0.355876,1
3034,630,2534.38,QR,Clothing,UK,6,0.401331,0.020685,1
6669,631,4361.9,Online,Food,FR,12,0.606556,0.343429,1
3050,740,3486.29,Online,Electronics,TR,13,0.6004,0.427271,1
3762,706,11864.26,QR,Travel,TR,22,0.851701,0.842686,0
1674,945,2126.41,ATM,Food,US,15,0.481324,0.561277,1
4453,885,4628.59,POS,Electronics,US,13,0.298537,0.07681,1
5949,594,4924.36,QR,Grocery,FR,14,0.546895,0.083551,1
3589,550,4605.0,POS,Grocery,DE,6,0.566734,0.316114,1
6121,982,2960.46,Online,Clothing,DE,9,0.265362,0.042309,1
9437,675,1682.63,ATM,Clothing,UK,16,0.523826,0.012733,1
8366,353,1674.16,QR,Food,US,13,0.264828,0.327063,1
7850,354,4600.08,QR,Clothing,TR,17,0.231661,0.214702,1
3610,610,3690.13,POS,Grocery,FR,11,0.299419,0.142517,1
7442,617,2267.67,POS,Travel,UK,7,0.100148,0.114068,1
1828,388,2496.86,POS,Electronics,DE,6,0.278112,0.549759,1
2761,541,1818.35,QR,Clothing,FR,5,0.381577,0.383036,1
1741,510,75.34,ATM,Electronics,TR,16,0.434664,0.115041,1
2204,495,4805.74,POS,Electronics,FR,14,0.105144,0.254628,1
3108,199,435.89,POS,Clothing,FR,8,0.648,0.306295,1
3363,303,2980.97,POS,Electronics,US,16,0.052929,0.452477,1
6456,923,14445.75,POS,Electronics,DE,1,0.964319,0.682056,0
3290,435,961.53,Online,Travel,DE,21,0.033392,0.288519,1
6511,619,2828.56,POS,Electronics,FR,14,0.052054,0.467561,1
7035,439,2271.91,ATM,Grocery,TR,5,0.34561,0.27005,1
8775,371,2009.81,QR,Food,TR,5,0.36817,0.101592,1
7229,251,917.82,QR,Food,TR,21,0.561543,0.568208,1
4125,119,1872.81,POS,Clothing,DE,8,0.183277,0.38996,1
7723,613,2049.58,POS,Food,UK,11,0.026247,0.10213,1
8837,638,3582.7,POS,Clothing,UK,15,0.431711,0.025987,1
9950,462,1117.64,Online,Electronics,DE,15,0.157888,0.406417,1
5571,671,108.36,Online,Travel,FR,12,0.076629,0.48195,1
9011,424,900.94,POS,Clothing,TR,11,0.427758,0.150528,1
5715,224,506.21,POS,Grocery,FR,13,0.16563,0.436137,1
5758,143,4279.93,Online,Food,FR,9,0.541341,0.244338,1
8849,319,3343.74,QR,Electronics,FR,13,0.14119,0.182957,1
3249,211,4482.72,QR,Travel,US,13,0.018321,0.06045,1
4697,753,1047.35,QR,Food,US,21,0.026981,0.117047,1
2647,797,2919.38,QR,Food,TR,20,0.279712,0.536676,1
7666,768,4089.04,POS,Grocery,UK,10,0.228763,0.16306,1
6262,392,1904.67,ATM,Food,TR,14,0.387789,0.168158,1
3868,527,3124.5,QR,Food,DE,6,0.272023,0.335708,1
5742,997,2186.27,ATM,Food,FR,10,0.198458,0.569587,1
6489,391,3820.39,POS,Electronics,TR,8,0.099672,0.522396,1
9261,579,2442.28,Online,Travel,US,9,0.582513,0.481915,1
5215,835,2131.82,QR,Food,FR,19,0.02438,0.16852,1
3875,725,2712.75,POS,Grocery,TR,11,0.415426,0.162154,1
2562,289,705.39,QR,Grocery,FR,17,0.544355,0.590797,1
5272,492,2633.19,QR,Grocery,FR,5,0.119875,0.170661,1
1187,367,101.77,Online,Travel,US,14,0.595151,0.079473,1
6026,263,2886.82,POS,Electronics,FR,19,0.185395,0.336965,1
7021,729,3260.59,QR,Travel,UK,14,0.541035,0.131789,1
7121,525,64.87,POS,Electronics,UK,19,0.097607,0.541011,1
9609,557,4370.71,Online,Food,TR,7,0.392344,0.364305,1
4312,686,3328.53,QR,Travel,FR,21,0.122238,0.549503,1
2904,796,2099.66,QR,Electronics,DE,19,0.255209,0.316161,1
8298,928,7113.47,ATM,Grocery,UK,4,0.708199,0.895213,0
1945,672,423.17,POS,Clothing,US,19,0.396017,0.154756,1
4570,692,1952.59,ATM,Food,DE,5,0.194764,0.219847,1
9866,161,3598.04,ATM,Grocery,US,7,0.200158,0.344179,1
3218,884,2385.49,POS,Clothing,DE,10,0.43475,0.56273,1
7154,182,3665.53,QR,Clothing,US,17,0.147562,0.028398,1
9664,230,1318.7,QR,Food,US,17,0.39085,0.040341,1
9920,534,2486.87,POS,Travel,UK,19,0.391979,0.207204,1
5516,293,3856.85,ATM,Food,DE,9,0.078223,0.054331,1
4943,311,3643.66,ATM,Food,TR,5,0.327114,0.416157,1
1797,350,24567.23,ATM,Grocery,DE,4,0.736241,0.927641,0
1924,243,3999.09,Online,Travel,TR,11,0.454606,0.170566,1
4881,409,2955.25,QR,Electronics,UK,15,0.241023,0.064033,1
1998,670,4587.39,QR,Grocery,TR,13,0.097564,0.57064,1
7244,904,2235.57,Online,Grocery,DE,16,0.128485,0.329722,1
4012,872,4366.0,POS,Travel,UK,17,0.478624,0.485871,1
8586,159,3297.33,POS,Grocery,TR,9,0.453057,0.511025,1
4978,361,1255.84,QR,Clothing,US,17,0.323232,0.140514,1
2514,648,4938.46,QR,Food,FR,16,0.614198,0.033262,1
2192,292,3530.82,QR,Grocery,UK,6,0.602159,0.116539,1
5967,115,2844.05,QR,Travel,US,15,0.595913,0.030028,1
4974,812,3490.13,QR,Grocery,UK,20,0.200303,0.555394,1
7236,577,4855.58,Online,Clothing,FR,14,0.614331,0.289786,1
8635,200,4311.59,POS,Clothing,UK,20,0.550512,0.198269,1
1749,676,4146.29,QR,Travel,US,18,0.033685,0.361799,1
5836,256,1157.74,QR,Clothing,UK,18,0.087163,0.055402,1
9180,663,3484.48,Online,Clothing,DE,12,0.22752,0.437612,1
8550,272,336.13,Online,Travel,UK,20,0.211786,0.3283,1
4015,655,3955.71,ATM,Electronics,US,20,0.214002,0.379276,1
1794,882,4431.03,ATM,Grocery,UK,7,0.404152,0.147446,1
2113,824,131.76,QR,Food,UK,12,0.566863,0.022549,1
1990,732,4374.76,POS,Grocery,US,16,0.34852,0.56405,1
7739,112,40945.25,ATM,Electronics,FR,4,0.999277,0.740285,0
1280,614,3838.27,POS,Travel,US,14,0.267236,0.293127,1
3439,346,3141.25,QR,Electronics,TR,21,0.569153,0.590609,1
5379,914,3843.68,POS,Food,FR,16,0.277371,0.258601,1
4984,813,3690.54,QR,Clothing,US,19,0.162817,0.07518,1
2531,515,1779.56,POS,Grocery,TR,6,0.193833,0.184822,1
3807,184,1175.7,POS,Grocery,FR,5,0.03694,0.020546,1
9653,143,4938.73,QR,Travel,TR,8,0.283775,0.236753,1
2218,800,3401.44,Online,Electronics,TR,6,0.149682,0.570477,1
6152,116,3933.86,QR,Electronics,UK,10,0.067223,0.256373,1
2260,406,4396.8,QR,Electronics,UK,17,0.614628,0.285767,1
9856,439,3070.92,POS,Travel,US,17,0.116902,0.594789,1
1879,200,1166.04,POS,Travel,US,16,0.613348,0.393292,1
6347,130,3042.61,Online,Grocery,DE,17,0.338121,0.146095,1
8075,290,890.87,POS,Food,TR,17,0.151111,0.119999,1
2204,184,3900.13,Online,Travel,DE,12,0.23408,0.044127,1
7383,424,4845.82,Online,Food,US,9,0.575623,0.557374,1
8286,468,49770.85,Online,Food,UK,2,0.710863,0.758497,0
8353,670,39120.73,POS,Food,US,3,0.893607,0.661558,0
2524,711,41712.49,Online,Grocery,US,4,0.728554,0.689527,0
2387,842,2689.5,QR,Electronics,TR,17,0.389482,0.352251,1
3777,242,466.52,Online,Clothing,FR,17,0.571575,0.166704,1
3739,545,656.28,Online,Grocery,FR,7,0.578799,0.573834,1
6916,357,4312.02,QR,Grocery,TR,7,0.52809,0.396593,1
2752,238,2758.78,Online,Food,DE,19,0.065672,0.250987,1
6399,550,1869.72,Online,Grocery,TR,17,0.176242,0.436818,1
4290,590,2484.42,Online,Travel,DE,15,0.06187,0.139908,1
9044,689,3419.46,QR,Clothing,DE,14,0.058724,0.512212,1
6980,216,2480.78,QR,Electronics,TR,17,0.317575,0.359521,1
8563,825,4125.16,QR,Grocery,FR,5,0.232598,0.41003,1
7703,789,2833.0,POS,Travel,FR,7,0.180898,0.528392,1
7932,908,3989.16,POS,Food,DE,9,0.431409,0.511843,1
7566,647,4337.8,POS,Electronics,US,20,0.463352,0.503838,1
9796,708,3490.38,ATM,Food,UK,16,0.44529,0.374981,1
3725,762,3766.06,ATM,Electronics,DE,16,0.111507,0.529714,1
8052,208,4360.5,ATM,Food,FR,15,0.028718,0.497232,1
4621,556,653.06,Online,Grocery,DE,21,0.224476,0.44867,1
3469,453,812.19,ATM,Grocery,US,21,0.533499,0.500959,1
2901,951,2542.26,QR,Clothing,FR,7,0.014087,0.179352,1
9537,594,3088.47,Online,Grocery,US,11,0.637959,0.38277,1
6225,168,1306.42,Online,Food,US,19,0.415764,0.328591,1
2791,793,40093.04,QR,Travel,TR,2,0.687443,0.904411,0
6422,673,2710.92,POS,Grocery,UK,10,0.626315,0.211705,1
4053,755,3166.78,POS,Grocery,US,10,0.606498,0.070481,1
8365,706,4686.77,POS,Grocery,US,11,0.450247,0.050024,1
5560,870,1511.81,ATM,Electronics,US,11,0.46323,0.049737,1
6993,433,2915.03,QR,Grocery,US,10,0.231365,0.37634,1
9646,754,238.25,Online,Electronics,DE,20,0.567784,0.584358,1
6700,460,4844.7,POS,Electronics,UK,8,0.489777,0.086751,1
2388,788,3793.73,QR,Clothing,US,14,0.025736,0.023053,1
3999,482,1624.81,QR,Electronics,DE,8,0.322732,0.46454,1
7286,533,3419.64,QR,Grocery,TR,9,0.295378,0.17144,1
3733,601,4985.65,Online,Travel,UK,10,0.282756,0.276318,1
1878,986,826.48,Online,Food,DE,19,0.518678,0.419273,1
9281,768,1111.64,POS,Grocery,DE,17,0.062724,0.411495,1
